trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
188,False,"{'a': 0.4, 'e': 0.8119999999999998}",30,0,-128.43060999140002,"{0: 23, 1: 1, 2: 3, 3: 0, 4: 3}",0
189,False,"{'a': 0.4, 'e': 0.8109999999999998}",20,0,-70.62031212420487,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
190,False,"{'a': 0.4, 'e': 0.8099999999999998}",20,0,-80.93682707287532,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
191,False,"{'a': 0.4, 'e': 0.8089999999999998}",20,3,-138.5303371643844,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 3}",1
192,False,"{'a': 0.4, 'e': 0.8079999999999998}",25,0,-28.00712268861211,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
193,False,"{'a': 0.4, 'e': 0.8069999999999998}",25,0,-185.86963215447935,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 4}",0
194,False,"{'a': 0.4, 'e': 0.8059999999999998}",30,1,-185.22655567673323,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 4}",1
195,False,"{'a': 0.4, 'e': 0.8049999999999998}",20,0,-12.437201028939118,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
196,False,"{'a': 0.4, 'e': 0.8039999999999998}",25,0,-83.60859805970742,"{0: 17, 1: 4, 2: 2, 3: 1, 4: 1}",0
197,False,"{'a': 0.4, 'e': 0.8029999999999998}",25,12,-6.603620100900779,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
198,False,"{'a': 0.4, 'e': 0.8019999999999998}",30,0,-52.08459180958249,"{0: 20, 1: 5, 2: 5, 3: 0, 4: 0}",0
199,False,"{'a': 0.4, 'e': 0.8009999999999998}",25,0,-67.20069182673052,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
200,False,"{'a': 0.4, 'e': 0.7999999999999998}",25,0,-78.11698396078282,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
201,False,"{'a': 0.4, 'e': 0.7989999999999998}",25,0,-66.85421115808995,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
202,False,"{'a': 0.4, 'e': 0.7979999999999998}",20,0,-37.71860289563832,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
203,False,"{'a': 0.4, 'e': 0.7969999999999998}",20,0,-93.49505505893707,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
204,False,"{'a': 0.4, 'e': 0.7959999999999998}",20,1,-104.72581768000215,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 2}",1
205,False,"{'a': 0.4, 'e': 0.7949999999999998}",30,0,-106.98221053438647,"{0: 22, 1: 0, 2: 6, 3: 0, 4: 2}",0
206,False,"{'a': 0.4, 'e': 0.7939999999999998}",30,0,-69.45154437143044,"{0: 21, 1: 5, 2: 1, 3: 3, 4: 0}",0
207,False,"{'a': 0.4, 'e': 0.7929999999999998}",20,0,-60.8909075706014,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
208,False,"{'a': 0.4, 'e': 0.7919999999999998}",25,0,-78.77371129335191,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
209,False,"{'a': 0.4, 'e': 0.7909999999999998}",25,0,-36.82757478428105,"{0: 20, 1: 2, 2: 1, 3: 2, 4: 0}",0
210,False,"{'a': 0.4, 'e': 0.7899999999999998}",20,0,-30.654852579854644,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
211,False,"{'a': 0.4, 'e': 0.7889999999999998}",25,5,-34.20650018418817,"{0: 15, 1: 3, 2: 0, 3: 2, 4: 0}",1
212,False,"{'a': 0.4, 'e': 0.7879999999999998}",20,0,-95.35573499920005,"{0: 11, 1: 4, 2: 3, 3: 1, 4: 1}",0
213,False,"{'a': 0.4, 'e': 0.7869999999999998}",20,0,-95.58731659720442,"{0: 13, 1: 4, 2: 1, 3: 0, 4: 2}",0
214,False,"{'a': 0.4, 'e': 0.7859999999999998}",20,0,-93.12231562805195,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
215,False,"{'a': 0.4, 'e': 0.7849999999999998}",20,0,-23.183310223107583,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
216,False,"{'a': 0.4, 'e': 0.7839999999999998}",20,0,-57.19594590101864,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
217,False,"{'a': 0.4, 'e': 0.7829999999999998}",30,8,-42.17953346322483,"{0: 15, 1: 3, 2: 3, 3: 1, 4: 0}",1
218,False,"{'a': 0.4, 'e': 0.7819999999999998}",20,0,-81.52863082780235,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",1
219,False,"{'a': 0.4, 'e': 0.7809999999999998}",20,11,-44.53275899338218,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 1}",1
220,False,"{'a': 0.4, 'e': 0.7799999999999998}",20,0,-51.15106056721114,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
221,False,"{'a': 0.4, 'e': 0.7789999999999998}",20,0,-37.99480523052096,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
222,False,"{'a': 0.4, 'e': 0.7779999999999998}",20,0,-117.10948348509281,"{0: 9, 1: 4, 2: 5, 3: 1, 4: 1}",0
223,False,"{'a': 0.4, 'e': 0.7769999999999998}",20,0,-159.92606216996023,"{0: 10, 1: 2, 2: 4, 3: 2, 4: 2}",0
224,False,"{'a': 0.4, 'e': 0.7759999999999998}",20,0,-115.49922741103423,"{0: 9, 1: 4, 2: 5, 3: 1, 4: 1}",0
225,False,"{'a': 0.4, 'e': 0.7749999999999998}",20,11,-49.900733483758536,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 1}",1
226,False,"{'a': 0.4, 'e': 0.7739999999999998}",25,3,-79.92308579367503,"{0: 14, 1: 4, 2: 2, 3: 1, 4: 1}",1
227,False,"{'a': 0.4, 'e': 0.7729999999999998}",30,0,-98.44662810052728,"{0: 20, 1: 4, 2: 4, 3: 1, 4: 1}",0
228,False,"{'a': 0.4, 'e': 0.7719999999999998}",25,0,-136.84793034467987,"{0: 14, 1: 3, 2: 4, 3: 3, 4: 1}",0
229,False,"{'a': 0.4, 'e': 0.7709999999999998}",20,0,-161.148044177652,"{0: 9, 1: 3, 2: 4, 3: 2, 4: 2}",0
230,False,"{'a': 0.4, 'e': 0.7699999999999998}",30,0,-194.7178675461921,"{0: 19, 1: 3, 2: 4, 3: 0, 4: 4}",0
231,False,"{'a': 0.4, 'e': 0.7689999999999998}",25,0,-28.969748335828406,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
232,False,"{'a': 0.4, 'e': 0.7679999999999998}",20,15,-2.089360795914013,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
233,False,"{'a': 0.4, 'e': 0.7669999999999998}",20,4,-83.64846418089682,"{0: 12, 1: 0, 2: 0, 3: 3, 4: 1}",1
234,False,"{'a': 0.4, 'e': 0.7659999999999998}",25,0,-135.88049793907425,"{0: 14, 1: 2, 2: 4, 3: 5, 4: 0}",0
235,False,"{'a': 0.4, 'e': 0.7649999999999998}",25,8,-58.94473188547767,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 1}",1
236,False,"{'a': 0.4, 'e': 0.7639999999999998}",20,0,-95.38311505127895,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
237,False,"{'a': 0.4, 'e': 0.7629999999999998}",25,0,-51.70316057210245,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
238,False,"{'a': 0.4, 'e': 0.7619999999999998}",30,0,-127.12516348002183,"{0: 22, 1: 2, 2: 3, 3: 0, 4: 3}",0
239,False,"{'a': 0.4, 'e': 0.7609999999999998}",20,0,-50.252101754987436,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
240,False,"{'a': 0.4, 'e': 0.7599999999999998}",20,0,-69.59368095147808,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
241,False,"{'a': 0.4, 'e': 0.7589999999999998}",20,0,-84.18977495361261,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
242,False,"{'a': 0.4, 'e': 0.7579999999999998}",30,0,-87.02486915127976,"{0: 19, 1: 6, 2: 4, 3: 0, 4: 1}",0
243,False,"{'a': 0.4, 'e': 0.7569999999999998}",30,0,-156.73050998631228,"{0: 19, 1: 2, 2: 6, 3: 1, 4: 2}",0
244,False,"{'a': 0.4, 'e': 0.7559999999999998}",25,1,-131.06755213999847,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 3}",1
245,False,"{'a': 0.4, 'e': 0.7549999999999998}",20,0,0.9612070155889352,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
246,False,"{'a': 0.4, 'e': 0.7539999999999998}",20,11,-18.906732455926996,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 0}",1
247,False,"{'a': 0.4, 'e': 0.7529999999999998}",25,17,7.265640979138022,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.4, 'e': 0.7519999999999998}",25,16,-19.09533066863598,"{0: 6, 1: 2, 2: 0, 3: 1, 4: 0}",1
249,False,"{'a': 0.4, 'e': 0.7509999999999998}",25,0,-46.528222222688655,"{0: 19, 1: 2, 2: 2, 3: 2, 4: 0}",0
250,False,"{'a': 0.4, 'e': 0.7499999999999998}",20,0,-134.94959013413182,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 2}",0
251,False,"{'a': 0.4, 'e': 0.7489999999999998}",30,0,-29.21102116751015,"{0: 25, 1: 2, 2: 1, 3: 2, 4: 0}",0
252,False,"{'a': 0.4, 'e': 0.7479999999999998}",20,11,-92.54717635916764,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 2}",1
253,False,"{'a': 0.4, 'e': 0.7469999999999998}",20,0,-42.82996070184528,"{0: 14, 1: 5, 2: 0, 3: 0, 4: 1}",0
254,False,"{'a': 0.4, 'e': 0.7459999999999998}",20,3,-25.846560199330952,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 0}",1
255,False,"{'a': 0.4, 'e': 0.7449999999999998}",25,11,-11.44999150707419,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
256,False,"{'a': 0.4, 'e': 0.7439999999999998}",30,0,-179.209993401253,"{0: 17, 1: 5, 2: 5, 3: 0, 4: 3}",0
257,False,"{'a': 0.4, 'e': 0.7429999999999998}",35,11,-100.00917980438484,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 2}",1
258,False,"{'a': 0.4, 'e': 0.7419999999999998}",20,15,-3.18319272542989,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
259,False,"{'a': 0.4, 'e': 0.7409999999999998}",20,5,-56.94419065105761,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 1}",1
260,False,"{'a': 0.4, 'e': 0.7399999999999998}",20,0,-30.823508848415475,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
261,False,"{'a': 0.4, 'e': 0.7389999999999998}",25,0,-11.266912066646864,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
262,False,"{'a': 0.4, 'e': 0.7379999999999998}",30,0,-49.84784071451347,"{0: 22, 1: 1, 2: 7, 3: 0, 4: 0}",0
263,False,"{'a': 0.4, 'e': 0.7369999999999998}",25,15,-10.701726321114378,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 0}",1
264,False,"{'a': 0.4, 'e': 0.7359999999999998}",20,1,-98.51314490225538,"{0: 11, 1: 3, 2: 2, 3: 2, 4: 1}",1
265,False,"{'a': 0.4, 'e': 0.7349999999999998}",20,11,-27.316544137450833,"{0: 5, 1: 1, 2: 3, 3: 0, 4: 0}",1
266,False,"{'a': 0.4, 'e': 0.7339999999999998}",25,0,-91.6589947137624,"{0: 18, 1: 1, 2: 3, 3: 2, 4: 1}",0
267,False,"{'a': 0.4, 'e': 0.7329999999999998}",20,0,-4.378492642570581,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
268,False,"{'a': 0.4, 'e': 0.7319999999999998}",25,0,-39.02810940777072,"{0: 19, 1: 2, 2: 2, 3: 2, 4: 0}",0
269,False,"{'a': 0.4, 'e': 0.7309999999999998}",30,0,-167.57357442162973,"{0: 19, 1: 1, 2: 5, 3: 3, 4: 2}",0
270,False,"{'a': 0.4, 'e': 0.7299999999999998}",25,0,-141.02646781864823,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 3}",0
271,False,"{'a': 0.4, 'e': 0.7289999999999998}",20,3,-47.09207579877562,"{0: 12, 1: 0, 2: 3, 3: 2, 4: 0}",1
272,False,"{'a': 0.4, 'e': 0.7279999999999998}",20,0,-39.4722182420217,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
273,False,"{'a': 0.4, 'e': 0.7269999999999998}",25,20,7.482776501923577,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.4, 'e': 0.7259999999999998}",20,5,-28.694521514985873,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
275,False,"{'a': 0.4, 'e': 0.7249999999999998}",25,15,-65.13833258785323,"{0: 6, 1: 1, 2: 1, 3: 1, 4: 1}",1
276,False,"{'a': 0.4, 'e': 0.7239999999999998}",20,0,-134.0138705190752,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 3}",0
277,False,"{'a': 0.4, 'e': 0.7229999999999998}",20,0,-81.83032611860561,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
278,False,"{'a': 0.4, 'e': 0.7219999999999998}",20,0,-99.57747395244209,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",1
279,False,"{'a': 0.4, 'e': 0.7209999999999998}",20,12,-15.785949761874454,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 0}",1
280,False,"{'a': 0.4, 'e': 0.7199999999999998}",30,0,-148.03696431990443,"{0: 17, 1: 5, 2: 6, 3: 0, 4: 2}",0
281,False,"{'a': 0.4, 'e': 0.7189999999999998}",20,0,-24.853927366147133,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
282,False,"{'a': 0.4, 'e': 0.7179999999999997}",20,0,-38.35958644664777,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
283,False,"{'a': 0.4, 'e': 0.7169999999999997}",30,0,-44.40906462603911,"{0: 21, 1: 5, 2: 4, 3: 0, 4: 0}",0
284,False,"{'a': 0.4, 'e': 0.7159999999999997}",25,6,8.787170435891994,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
285,False,"{'a': 0.4, 'e': 0.7149999999999997}",25,6,-0.17609147437247596,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
286,False,"{'a': 0.4, 'e': 0.7139999999999997}",25,15,-9.920756290628631,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 0}",1
287,False,"{'a': 0.4, 'e': 0.7129999999999997}",25,18,-2.938963434375128,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.4, 'e': 0.7119999999999997}",25,2,-37.87817377747341,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 0}",1
289,False,"{'a': 0.4, 'e': 0.7109999999999997}",35,10,-129.3014237927722,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",1
290,False,"{'a': 0.4, 'e': 0.7099999999999997}",25,0,-48.381526110202515,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
291,False,"{'a': 0.4, 'e': 0.7089999999999997}",30,0,-47.09436033583662,"{0: 23, 1: 2, 2: 4, 3: 1, 4: 0}",0
292,False,"{'a': 0.4, 'e': 0.7079999999999997}",25,1,-74.30478595520623,"{0: 15, 1: 2, 2: 5, 3: 2, 4: 0}",1
293,False,"{'a': 0.4, 'e': 0.7069999999999997}",20,0,-73.00237188845516,"{0: 12, 1: 3, 2: 3, 3: 2, 4: 0}",0
294,False,"{'a': 0.4, 'e': 0.7059999999999997}",25,0,-145.06256175202114,"{0: 15, 1: 3, 2: 3, 3: 2, 4: 2}",0
295,False,"{'a': 0.4, 'e': 0.7049999999999997}",25,16,-38.19070940973815,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
296,False,"{'a': 0.4, 'e': 0.7039999999999997}",20,0,-36.93445989994361,"{0: 12, 1: 5, 2: 3, 3: 0, 4: 0}",0
297,False,"{'a': 0.4, 'e': 0.7029999999999997}",25,0,-69.17650548412738,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
298,False,"{'a': 0.4, 'e': 0.7019999999999997}",25,0,-58.73036455170877,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
299,False,"{'a': 0.4, 'e': 0.7009999999999997}",20,11,-6.665560608952402,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
300,False,"{'a': 0.4, 'e': 0.6999999999999997}",25,0,-88.60880172447129,"{0: 18, 1: 1, 2: 3, 3: 2, 4: 1}",0
301,False,"{'a': 0.4, 'e': 0.6989999999999997}",30,0,0.7049840344145253,"{0: 25, 1: 4, 2: 1, 3: 0, 4: 0}",0
302,False,"{'a': 0.4, 'e': 0.6979999999999997}",30,0,-110.04839856241983,"{0: 19, 1: 4, 2: 5, 3: 1, 4: 1}",0
303,False,"{'a': 0.4, 'e': 0.6969999999999997}",25,0,-155.46031305026605,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 3}",0
304,False,"{'a': 0.4, 'e': 0.6959999999999997}",30,3,-34.20042172516377,"{0: 21, 1: 2, 2: 3, 3: 1, 4: 0}",1
305,False,"{'a': 0.4, 'e': 0.6949999999999997}",25,0,-99.59992406321427,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
306,False,"{'a': 0.4, 'e': 0.6939999999999997}",25,2,-23.142890064145156,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 0}",1
307,False,"{'a': 0.4, 'e': 0.6929999999999997}",20,11,-31.870989502463566,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
308,False,"{'a': 0.4, 'e': 0.6919999999999997}",25,18,-4.2771996217643835,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
309,False,"{'a': 0.4, 'e': 0.6909999999999997}",20,0,-32.24360783264386,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
310,False,"{'a': 0.4, 'e': 0.6899999999999997}",20,0,-79.35407700220577,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
311,False,"{'a': 0.4, 'e': 0.6889999999999997}",20,0,-88.12461697609774,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
312,False,"{'a': 0.4, 'e': 0.6879999999999997}",20,0,-58.19007934805166,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
313,False,"{'a': 0.4, 'e': 0.6869999999999997}",20,0,-139.3447477195384,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 3}",0
314,False,"{'a': 0.4, 'e': 0.6859999999999997}",20,0,-17.87988670996348,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
315,False,"{'a': 0.4, 'e': 0.6849999999999997}",25,10,-37.94423748028666,"{0: 10, 1: 1, 2: 3, 3: 1, 4: 0}",1
316,False,"{'a': 0.4, 'e': 0.6839999999999997}",20,0,-61.25985244989594,"{0: 11, 1: 5, 2: 3, 3: 1, 4: 0}",0
317,False,"{'a': 0.4, 'e': 0.6829999999999997}",35,19,-87.77426862524264,"{0: 9, 1: 2, 2: 3, 3: 1, 4: 1}",1
318,False,"{'a': 0.4, 'e': 0.6819999999999997}",20,0,-69.10502267422108,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
319,False,"{'a': 0.4, 'e': 0.6809999999999997}",25,8,-42.88768052509459,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 1}",1
320,False,"{'a': 0.4, 'e': 0.6799999999999997}",20,0,-63.61537662202179,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
321,False,"{'a': 0.4, 'e': 0.6789999999999997}",20,14,0.058940145399629884,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
322,False,"{'a': 0.4, 'e': 0.6779999999999997}",25,0,-76.85423424603502,"{0: 16, 1: 3, 2: 4, 3: 2, 4: 0}",0
323,False,"{'a': 0.4, 'e': 0.6769999999999997}",20,14,8.625012239954037,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.4, 'e': 0.6759999999999997}",20,0,-72.76292768109244,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
325,False,"{'a': 0.4, 'e': 0.6749999999999997}",20,0,-33.22381816645321,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
326,False,"{'a': 0.4, 'e': 0.6739999999999997}",20,5,-57.04683065797789,"{0: 9, 1: 0, 2: 5, 3: 1, 4: 0}",1
327,False,"{'a': 0.4, 'e': 0.6729999999999997}",20,0,-96.0273691769711,"{0: 11, 1: 2, 2: 4, 3: 3, 4: 0}",0
328,False,"{'a': 0.4, 'e': 0.6719999999999997}",25,10,-15.257529275964808,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
329,False,"{'a': 0.4, 'e': 0.6709999999999997}",20,0,-108.78308688288266,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
330,False,"{'a': 0.4, 'e': 0.6699999999999997}",20,6,-119.76111486726418,"{0: 7, 1: 0, 2: 5, 3: 0, 4: 2}",1
331,False,"{'a': 0.4, 'e': 0.6689999999999997}",20,0,-104.7019588724324,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
332,False,"{'a': 0.4, 'e': 0.6679999999999997}",20,0,-172.30300625575367,"{0: 11, 1: 0, 2: 6, 3: 0, 4: 3}",0
333,False,"{'a': 0.4, 'e': 0.6669999999999997}",25,17,9.458817310494336,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.4, 'e': 0.6659999999999997}",20,8,4.509495842283904,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
335,False,"{'a': 0.4, 'e': 0.6649999999999997}",25,0,-146.89672162498562,"{0: 17, 1: 0, 2: 5, 3: 0, 4: 3}",0
336,False,"{'a': 0.4, 'e': 0.6639999999999997}",20,0,-53.834806757757406,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
337,False,"{'a': 0.4, 'e': 0.6629999999999997}",20,0,-96.51076517060461,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
338,False,"{'a': 0.4, 'e': 0.6619999999999997}",25,0,-37.04934594324139,"{0: 19, 1: 3, 2: 1, 3: 2, 4: 0}",0
339,False,"{'a': 0.4, 'e': 0.6609999999999997}",20,0,-83.92902467813799,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
340,False,"{'a': 0.4, 'e': 0.6599999999999997}",25,0,-110.78349573439124,"{0: 17, 1: 0, 2: 5, 3: 2, 4: 1}",0
341,False,"{'a': 0.4, 'e': 0.6589999999999997}",20,0,-49.249105524910505,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
342,False,"{'a': 0.4, 'e': 0.6579999999999997}",25,0,-85.02744455080867,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
343,False,"{'a': 0.4, 'e': 0.6569999999999997}",25,11,-47.57397895540562,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
344,False,"{'a': 0.4, 'e': 0.6559999999999997}",35,4,-242.6186534269207,"{0: 18, 1: 5, 2: 2, 3: 1, 4: 5}",1
345,False,"{'a': 0.4, 'e': 0.6549999999999997}",20,0,-101.19386972203777,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 3}",1
346,False,"{'a': 0.4, 'e': 0.6539999999999997}",20,0,-101.68171847097959,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
347,False,"{'a': 0.4, 'e': 0.6529999999999997}",25,5,-193.40145791615447,"{0: 10, 1: 2, 2: 4, 3: 0, 4: 4}",1
348,False,"{'a': 0.4, 'e': 0.6519999999999997}",20,12,-12.957383033834933,"{0: 4, 1: 4, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.4, 'e': 0.6509999999999997}",20,9,11.692546077143492,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.4, 'e': 0.6499999999999997}",20,0,-69.64957006905573,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
351,False,"{'a': 0.4, 'e': 0.6489999999999997}",20,0,-69.1078596796088,"{0: 16, 1: 0, 2: 1, 3: 2, 4: 1}",0
352,False,"{'a': 0.4, 'e': 0.6479999999999997}",20,1,-138.52870004493775,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 3}",1
353,False,"{'a': 0.4, 'e': 0.6469999999999997}",20,16,7.3543893189529665,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.4, 'e': 0.6459999999999997}",20,0,-76.83260775792691,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",0
355,False,"{'a': 0.4, 'e': 0.6449999999999997}",30,0,-168.76012366133313,"{0: 18, 1: 1, 2: 8, 3: 1, 4: 2}",0
356,False,"{'a': 0.4, 'e': 0.6439999999999997}",25,0,-17.184321993124183,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
357,False,"{'a': 0.4, 'e': 0.6429999999999997}",25,10,-108.88438228612925,"{0: 8, 1: 1, 2: 4, 3: 0, 4: 2}",1
358,False,"{'a': 0.4, 'e': 0.6419999999999997}",20,0,-20.292818652124094,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
359,False,"{'a': 0.4, 'e': 0.6409999999999997}",20,12,13.18306835741112,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.4, 'e': 0.6399999999999997}",20,0,-62.82530724111691,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
361,False,"{'a': 0.4, 'e': 0.6389999999999997}",20,3,-154.11152694331844,"{0: 7, 1: 5, 2: 2, 3: 0, 4: 3}",1
362,False,"{'a': 0.4, 'e': 0.6379999999999997}",25,12,13.653922842053907,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.4, 'e': 0.6369999999999997}",20,0,-85.43563910291847,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 2}",0
364,False,"{'a': 0.4, 'e': 0.6359999999999997}",30,19,9.880160490629905,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.4, 'e': 0.6349999999999997}",20,5,-36.712903795008444,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
366,False,"{'a': 0.4, 'e': 0.6339999999999997}",20,0,-48.586993551602454,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
367,False,"{'a': 0.4, 'e': 0.6329999999999997}",30,0,-88.15640748244344,"{0: 21, 1: 3, 2: 4, 3: 1, 4: 1}",0
368,False,"{'a': 0.4, 'e': 0.6319999999999997}",20,0,-133.29598079539537,"{0: 12, 1: 4, 2: 1, 3: 0, 4: 3}",0
369,False,"{'a': 0.4, 'e': 0.6309999999999997}",25,0,22.584843450236182,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
370,False,"{'a': 0.4, 'e': 0.6299999999999997}",25,0,-65.83900557272105,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
